,title,parental_rating,rating_count,rating_value,year,runtime,budget,wwgross,bechdel_test,female_face_ratio
tt0089730,Once Bitten,PG-13,12396,5.5,1985,94,3200000,10000000,NotAvailable,0.320612826289958
tt0252866,American Pie 2,R,229079,6.4,2001,108,30000000,287553595,3,0.3127537111320755
tt0211443,Jason X,R,47744,4.4,2001,91,11000000,17077882,3,0.3231771834436665
tt0901476,Bride Wars,PG,96165,5.5,2009,89,30000000,115154152,3,0.472899872785012
tt0100263,Nikita,R,64111,7.3,1990,117,NotAvailable,5017971,3,0.3025139705444987
tt0098724,"Sex, Lies, and Videotape",R,45860,7.2,1989,100,1200000,24741667,2,0.37174246102040814
tt0120907,eXistenZ,R,89138,6.8,1999,97,15000000,2856712,1,0.29551775269576386
tt0289848,Analyze That,R,79249,5.9,2002,96,60000000,55003135,NotAvailable,0.23091451542669586
tt4477536,Fifty Shades Freed,R,46995,4.5,2018,105,55000000,371985018,1,0.5133694813436791
tt1255919,Holmes & Watson,PG-13,23998,3.8,2018,90,42000000,40466970,NotAvailable,0.3600046485315017
tt1045772,I Love You Phillip Morris,R,88346,6.6,2009,98,13000000,39408227,1,0.3040427430854107
tt0985699,Valkyrie,PG-13,217557,7.1,2008,121,75000000,200292390,1,0.2596842520375138
tt2140373,Saving Mr. Banks,PG-13,143847,7.5,2013,125,35000000,117867984,3,0.3835384233891095
tt0094894,Colors,R,22830,6.7,1988,120,6000000,46616067,NotAvailable,0.2238377427777778
tt0110322,Legends of the Fall,R,137084,7.5,1994,133,30000000,160638883,3,0.21510309425919186
tt4558200,Crown Vic,R,625,6.2,2019,110,3600000,3868,NotAvailable,0.2969729734092347
tt1800302,Gold,R,52253,6.7,2016,120,20000000,14880939,NotAvailable,0.3857903358403684
tt0088939,The Color Purple,PG-13,72969,7.8,1985,154,15000000,98467863,3,0.2685947496744186
tt1134854,Survival of the Dead,R,19610,4.9,2009,90,4000000,386078,1,0.27530864189189186
tt2675914,Kraftidioten,R,22431,7.2,2014,116,6295442,904446,1,0.3449900827295789
tt2788732,Pete's Dragon,PG,50549,6.7,2016,102,65000000,143695338,3,0.5613136184681256
tt2382396,Joe,R,43589,6.9,2013,117,4000000,2431443,2,0.30030196230597017
tt1430132,The Wolverine,PG-13,409986,6.7,2013,126,120000000,414828246,3,0.34382208904852885
tt0426592,Superhero Movie,PG-13,60855,4.5,2008,75,35000000,71239186,3,0.3519705252809401
tt0238380,Equilibrium,R,300299,7.4,2002,107,20000000,5368217,1,0.2074045397670084
tt1078588,My Sister's Keeper,PG-13,86218,7.4,2009,109,30000000,95714875,3,0.4255481140607645
tt0159273,Behind Enemy Lines,PG-13,95670,6.4,2001,106,40000000,91753202,0,0.20386129358937544
tt1489889,Central Intelligence,PG-13,145170,6.3,2016,107,50000000,216972543,2,0.4121887115305334
tt4048272,Toni Erdmann,R,39621,7.4,2016,162,3257467,11784207,3,0.5355418067008328
tt0166396,Waking Ned,PG,24039,7.3,1998,91,3000000,55257450,NotAvailable,0.2490840534570391
tt0097742,Licence to Kill,PG-13,88018,6.6,1989,133,32000000,156167015,2,0.2494611489954887
tt1399103,Transformers: Dark of the Moon,PG-13,371473,6.2,2011,154,195000000,1123794079,3,0.29258221474470736
tt0091474,Manhunter,R,60940,7.2,1986,120,15000000,8620929,1,0.2221054064090699
tt2239832,Think Like a Man Too,PG-13,18881,5.8,2014,106,24000000,70181428,NotAvailable,0.4720601580413447
tt5442430,Life,R,189543,6.6,2017,104,58000000,100541806,3,0.4525512637270341
tt0093389,The Last Emperor,PG-13,86995,7.7,1987,163,NotAvailable,43993508,3,0.22960647551462995
tt3864024,Lazer Team,PG-13,8885,5.6,2015,102,2480421,1406538,NotAvailable,0.3872395679891305
tt0127919,Tale of the Mummy,R,2905,3.9,1998,88,8000000,831785,NotAvailable,0.28267551753186554
tt1920849,Bachelorette,R,43779,5.3,2012,87,3000000,11947954,3,0.4892945246038733
tt0104714,Lethal Weapon 3,R,148889,6.7,1992,118,35000000,321731527,NotAvailable,0.2319849725307443
tt6513120,Fighting with My Family,PG-13,43061,7.1,2019,108,11000000,39058886,3,0.5020261487336638
tt0170691,Tigerland,R,36669,7.0,2000,101,10000000,148701,NotAvailable,0.20106585608634114
tt4765284,Pitch Perfect 3,PG-13,48725,5.8,2017,93,45000000,185400345,3,0.6243260848783754
tt0293564,Rush Hour 3,PG-13,144774,6.2,2007,91,140000000,258022233,NotAvailable,0.26035050269384497
tt1204342,The Muppets,PG,83821,7.1,2011,103,45000000,165184237,1,0.3681379598058253
tt1987680,The Upside,PG-13,34249,6.9,2017,126,37500000,125852517,NotAvailable,0.4004801198110871
tt2515030,Escobar: Paradise Lost,R,19899,6.5,2014,120,17000000,4966363,2,0.4048407536342043
tt0329101,Freddy vs. Jason,R,105745,5.7,2003,97,30000000,114908830,3,0.34109024478260874
tt0118998,Doctor Dolittle,PG-13,87358,5.4,1998,85,71500000,294456605,NotAvailable,0.2425133149019608
tt0248845,Hedwig and the Angry Inch,R,30268,7.7,2001,95,6000000,3644200,3,0.3933646617792677
tt3315342,Logan,R,587810,8.1,2017,137,97000000,619021436,3,0.4077496969425764
tt7547410,Dora and the Lost City of Gold,PG,11306,6.0,2019,102,49000000,118914774,3,0.482710807532506
tt2725962,What We Did on Our Holiday,PG-13,18062,6.9,2014,95,5798043,10714112,3,0.5063346817837838
tt0357474,Belly of the Beast,R,5743,4.7,2003,91,14000000,254988,NotAvailable,0.2663944644992051
tt0122718,Small Soldiers,PG-13,87803,6.2,1998,110,40000000,54682547,1,0.31071009254951537
tt1230168,Same Kind of Different as Me,PG-13,4989,6.6,2017,119,15000000,6423605,NotAvailable,0.4770428580273365
tt0278488,How High,R,50853,6.3,2001,93,20000000,31283740,1,0.3012451792019813
tt0120776,One True Thing,R,10803,7.0,1998,127,30000000,26616840,NotAvailable,0.3663271831323372
tt2094018,Hours,PG-13,26895,6.4,2013,97,4000000,801983,NotAvailable,0.2661375660617761
tt0253556,Reign of Fire,PG-13,121266,6.2,2002,101,60000000,82150183,1,0.2567137410284464
tt0266391,The Cat's Meow,PG-13,7429,6.3,2001,114,7000000,3646994,NotAvailable,0.3758255788888889
tt0449088,Pirates of the Caribbean: At World's End,PG-13,566957,7.1,2007,169,300000000,960996492,3,0.2462018737337493
tt0837106,Arn: Tempelriddaren,R,20352,6.6,2007,139,32879811,21287566,NotAvailable,0.2794700952428477
tt0199725,Love & Basketball,PG-13,17030,7.2,2000,124,20000000,27728118,3,0.3875440449014455
tt1057500,Invictus,PG-13,143113,7.3,2009,134,60000000,122426792,1,0.3051516887887018
tt0118880,Con Air,R,262285,6.9,1997,115,75000000,224012234,2,0.21179376223127866
tt0098987,The Adventures of Ford Fairlane,R,16466,6.5,1990,104,20000000,21413502,NotAvailable,0.2637947955912961
tt0100157,Misery,R,169937,7.8,1990,107,20000000,61276872,1,0.2973168165974576
tt6343314,Creed II,PG-13,86935,7.2,2018,130,50000000,214115889,3,0.35346019033139736
tt5619332,Life of the Party,PG-13,28096,5.6,2018,105,30000000,65859911,3,0.6567991509263393
tt0816462,Conan the Barbarian,R,91857,5.2,2011,113,90000000,48795021,3,0.3885573313225058
tt0424345,Clerks II,R,126161,7.3,2006,97,5000000,26986174,3,0.32092992363408523
tt1099212,Twilight,PG-13,402137,5.2,2008,122,37000000,393853583,3,0.3884157590757129
tt0165929,Romeo Must Die,R,64116,6.1,2000,115,25000000,91036760,0,0.2696217506266516
tt0094074,Superman IV: The Quest for Peace,PG,40417,3.7,1987,90,17000000,15681020,3,0.2757090346059406
tt0322330,Freaky Friday,PG,117634,6.1,2003,97,20000000,160846332,3,0.4511740073459219
tt5523010,The Nutcracker and the Four Realms,PG,23103,5.5,2018,99,120000000,173961069,3,0.5395130342107819
tt2083355,The Best Man Holiday,R,14175,6.7,2013,123,17000000,72835710,3,0.39579990205926296
tt1389137,We Bought a Zoo,PG,128812,7.1,2011,124,50000000,120081841,2,0.3614554388084731
tt0117381,Primal Fear,R,169137,7.7,1996,129,30000000,102616183,1,0.2731668517310587
tt0422774,Are We Done Yet?,PG,18603,4.2,2007,92,28000000,58388068,NotAvailable,0.3036536065916837
tt3203606,Trumbo,R,70407,7.5,2015,124,15000000,8235661,3,0.3990827393260968
tt6421110,Proud Mary,R,7310,4.9,2018,89,14000000,21753365,NotAvailable,0.4642025067765871
tt0128442,Rounders,R,136259,7.3,1998,121,12000000,22912409,1,0.1851596019481629
tt0119822,As Good as It Gets,PG-13,259742,7.7,1997,139,50000000,314178011,3,0.2816707292135785
tt0411061,88 Minutes,R,72277,5.9,2007,108,30000000,32593385,1,0.2879547457181572
tt1498569,Restless,PG-13,16915,6.8,2011,91,8000000,2518012,3,0.32605559595186
tt0367959,Hannibal Rising,R,99271,6.2,2007,121,50000000,82169884,1,0.2844467945941278
tt2368619,Bastille Day,R,32480,6.3,2016,92,20000000,14857808,NotAvailable,0.3704336046587927
tt1130080,The Informant!,R,61009,6.4,2009,108,22000000,41771168,1,0.2522302786213235
tt0093629,A Nightmare on Elm Street 3: Dream Warriors,R,65460,6.6,1987,96,4500000,44793222,3,0.2986709698336595
tt0107719,The Nutcracker,G,1640,5.8,1993,92,19000000,2119994,NotAvailable,0.3837472368131868
tt0976051,The Reader,R,221011,7.6,2008,124,32000000,108901967,1,0.3505484035053066
tt1135503,Julie & Julia,PG-13,98769,7.0,2009,118,40000000,129540499,3,0.4586598894820406
tt0438488,Terminator Salvation,PG-13,329163,6.5,2009,115,200000000,371353001,2,0.3063478858892922
tt1531663,Everything Must Go,R,46347,6.4,2010,97,5000000,2820490,1,0.2988914502612705
tt0171433,Keeping the Faith,PG-13,48377,6.3,2000,128,29000000,59945183,NotAvailable,0.2974690604010957
tt0270288,Confessions of a Dangerous Mind,R,80158,7.0,2002,113,30000000,33013805,2,0.2924007650785811
tt0303933,Drumline,PG-13,32016,5.8,2002,118,20000000,57588485,1,0.2665137669335028
tt0172495,Gladiator,R,1248854,8.5,2000,155,103000000,460583960,0,0.2451258036972705
tt0095519,License to Drive,PG-13,17043,6.3,1988,88,8000000,22433275,NotAvailable,0.3048892318718381
tt0814022,Bangkok Dangerous,R,53517,5.4,2008,99,45000000,42487390,NotAvailable,0.3054251530625931
tt1971352,Compliance,R,29231,6.4,2012,90,270000,592116,3,0.4276756606044537
tt0110950,Reality Bites,PG-13,43192,6.6,1994,99,11500000,33351557,3,0.34882107605095536
tt0100140,Mermaids,PG-13,26861,6.7,1990,110,20000000,35419397,3,0.3787267037082405
tt0096463,Working Girl,R,48749,6.8,1988,113,28000000,102956984,3,0.3660993479767791
tt0237534,Le pacte des loups,R,59884,7.0,2001,142,29000000,70752904,2,0.3359405770359887
tt0102685,Point Break,R,144254,7.3,1991,122,24000000,83531958,0,0.2230102829091816
tt0246460,Die Another Day,PG-13,194921,6.1,2002,133,142000000,431971116,2,0.2650631170456246
tt0166924,Mulholland Dr.,R,297678,7.9,2001,147,15000000,20129557,3,0.4165031230455076
tt8267604,Capharnaüm,R,32318,8.4,2018,126,4000000,64398132,NotAvailable,0.5698521793726785
tt1637706,Our Idiot Brother,R,81663,6.4,2011,90,5000000,25804448,3,0.3914589164515016
tt0162661,Sleepy Hollow,R,312301,7.3,1999,105,100000000,206071502,3,0.2856615828478058
tt0107969,Rising Sun,R,40188,6.2,1993,129,35000000,107198790,1,0.22406541463022506
tt4123430,Fantastic Beasts: The Crimes of Grindelwald,PG-13,186610,6.6,2018,134,200000000,653755901,2,0.4567789151438304
tt0106918,The Firm,R,109159,6.8,1993,154,42000000,270248367,3,0.2548264502941177
tt0479143,Rocky Balboa,PG,194615,7.1,2006,102,24000000,155721132,NotAvailable,0.2498896848587695
tt3210686,Son of God,PG-13,17762,5.7,2014,138,22000000,67800064,NotAvailable,0.3810408411600221
tt0251160,John Q,PG-13,117346,7.1,2002,116,36000000,102244770,NotAvailable,0.2775969900269034
tt3640424,Allied,R,130404,7.1,2016,124,85000000,119520023,3,0.451308653740458
tt4064912,Shine,R,174,4.7,2017,95,400000,333388,NotAvailable,0.42020225539687706
tt1781827,Hands of Stone,R,13520,6.6,2016,111,20000000,4978353,NotAvailable,0.37964988875868055
tt0419946,The Marine,PG-13,31232,4.7,2006,92,20000000,22164661,NotAvailable,0.2394459164439141
tt0089469,Legend,PG,56228,6.5,1985,94,24500000,15502112,3,0.3362376742105263
tt0111149,Shallow Grave,R,53874,7.3,1994,89,2500000,2079569,NotAvailable,0.28881877171707315
tt4951982,Kursk,PG-13,10972,6.5,2018,117,20000000,6925791,NotAvailable,0.4329659472117202
tt0270980,My Boss's Daughter,PG-13,27218,4.7,2003,86,14000000,18191005,3,0.3484745921649485
tt1389139,When the Bough Breaks,PG-13,5070,5.1,2016,107,10000000,30658387,NotAvailable,0.4875384901911668
tt4769214,Whisky Galore,TV-14,942,5.7,2016,98,7957478,653866,NotAvailable,0.43668234533159467
tt0106582,Cliffhanger,R,113648,6.4,1993,113,70000000,255000211,1,0.2622637400980392
tt0365957,You Got Served,PG-13,25332,3.8,2004,95,8000000,48631561,NotAvailable,0.29948601155051896
tt5258850,Au revoir là-haut,TV-MA,6510,7.5,2017,117,20809100,16094346,NotAvailable,0.3647746353885135
tt0141109,Jack Frost,PG,30673,5.3,1998,101,85000000,34562556,NotAvailable,0.3072095409160696
tt0405094,Das Leben der Anderen,R,332431,8.4,2006,137,2000000,77356942,0,0.2276368043336831
tt0762138,Syrup,R,10339,5.7,2013,90,2500000,663,NotAvailable,0.3886748017919075
tt1172994,The House of the Devil,R,37826,6.4,2009,95,900000,101215,3,0.4430517826426077
tt0293815,Friday After Next,R,24304,5.8,2002,85,10000000,33526835,2,0.2519103929728847
tt3401882,Fist Fight,R,36605,5.6,2017,91,22000000,41087017,3,0.4006676553728271
tt0114924,While You Were Sleeping,PG,85918,6.7,1995,103,17000000,182057016,3,0.3365497872962847
tt0373469,Kiss Kiss Bang Bang,R,205481,7.5,2005,103,15000000,15785148,1,0.2895317164519976
tt0106557,Children of the Corn II: The Final Sacrifice,R,7211,4.3,1992,92,900000,6980986,NotAvailable,0.269800504378927
tt0098105,Police Academy 6: City Under Siege,PG,26580,4.4,1989,84,12000000,11567217,1,0.24012300179080825
tt0387575,Seed of Chucky,R,36380,4.8,2004,87,12000000,24829644,NotAvailable,0.4882252045966588
tt0345074,Connie and Carla,PG-13,7646,6.2,2004,98,27000000,11341016,3,0.4318868558428875
tt0115685,The Birdcage,R,74715,7.1,1996,117,31000000,185260553,2,0.2664487879676729
tt0368975,Sleepover,PG,14611,5.3,2004,89,10000000,9784050,3,0.4779097823264853
tt0119395,The Jackal,R,101230,6.4,1997,124,60000000,159330280,NotAvailable,0.19198169314846414
tt0120663,Eyes Wide Shut,R,279567,7.4,1999,159,65000000,162091208,3,0.30154284304429346
tt0335266,Lost in Translation,R,382975,7.7,2003,102,4000000,118685453,3,0.3123634020320143
tt0481797,Youth Without Youth,R,12543,6.3,2007,124,5000000,2624759,NotAvailable,0.24585649554103506
tt4685806,The Con Is On,R,5925,4.7,2018,90,13000000,221359,NotAvailable,0.5161092306849315
tt0098663,The Wizard,PG,12986,6.1,1989,100,6000000,14278900,NotAvailable,0.3285710034082397
tt1107859,Kill Switch,R,4010,3.9,2008,96,10000000,369752,NotAvailable,0.3390128315929739
tt0096054,School Daze,R,5710,6.0,1988,121,6500000,14545844,NotAvailable,0.2821406672325792
tt1648179,Here Comes the Boom,PG,82682,6.4,2012,105,42000000,73100172,NotAvailable,0.3108724986870618
tt0121766,Star Wars: Episode III - Revenge of the Sith,PG-13,656924,7.5,2005,140,113000000,850035635,1,0.2347954454375377
tt3099498,Tusk,R,42458,5.3,2014,102,3000000,1882074,NotAvailable,0.4041559140826574
tt0120755,Mission: Impossible II,PG-13,296997,6.1,2000,123,125000000,546388105,0,0.24712886627283806
tt1014775,Beverly Hills Chihuahua,PG,21439,3.8,2008,91,20000000,149281606,NotAvailable,0.4415409671319312
tt1715336,Anna,R,20309,6.5,2013,99,7000000,1257142,NotAvailable,0.3463166643222354
tt0105417,Sister Act,PG,80898,6.4,1992,100,31000000,231605150,3,0.3807345800502176
tt0103596,3 Ninjas,PG,19146,5.3,1992,84,6500000,29000301,NotAvailable,0.3182754971752577
tt0380599,Oliver Twist,PG-13,29621,6.8,2005,130,60000000,42580321,1,0.2873695130353662
tt1013860,Dylan Dog: Dead of Night,PG-13,14268,5.1,2010,107,20000000,4634062,0,0.2874108240147601
tt0097388,Friday the 13th Part VIII: Jason Takes Manhattan,R,30748,4.6,1989,100,5000000,14343976,3,0.322870375925187
tt0114214,The Quick and the Dead,R,80255,6.4,1995,107,32000000,18636537,3,0.2288677745919919
tt1320261,Gulliver's Travels,PG,62535,4.9,2010,85,112000000,237382724,NotAvailable,0.3112122486937138
tt2268458,These Final Hours,R,14912,6.7,2013,87,2593660,360234,NotAvailable,0.3310839278348624
tt0146316,Lara Croft: Tomb Raider,PG-13,189235,5.8,2001,100,115000000,274703340,0,0.35154845136482943
tt1637725,Ted,R,547211,6.9,2012,106,50000000,549368315,2,0.3488494320190413
tt1172570,Bronson,R,112721,7.1,2008,92,230000,2260712,1,0.2877571081941924
tt0113243,Hackers,PG-13,62586,6.2,1995,107,20000000,7563728,2,0.26231441174285713
tt0271027,Kiss of the Dragon,R,58739,6.6,2001,98,25000000,64437847,1,0.2951007419444445
tt0289635,Young Adam,NC-17,12847,6.4,2003,98,6400000,2561820,NotAvailable,0.27033824815540114
tt3616916,Bølgen,R,29692,6.7,2015,105,7227601,12975143,3,0.4430121024141315
tt1292566,How to Be Single,R,76248,6.1,2016,110,38000000,112343513,3,0.5772964318123088
tt1282140,Easy A,PG-13,337562,7.1,2010,92,8000000,74952305,3,0.4700398535242718
tt1588173,Warm Bodies,PG-13,211456,6.9,2013,98,35000000,116980662,2,0.349821003689384
tt0397101,The Skeleton Key,PG-13,101598,6.5,2005,104,43000000,91974818,3,0.4565990609538462
tt2365580,"Where'd You Go, Bernadette",PG-13,4316,6.5,2019,109,20000000,10082948,3,0.5659204828630706
tt0354766,Never Die Alone,R,5284,5.7,2004,88,3000000,5923000,NotAvailable,0.268909701785196
tt1462758,Buried,R,142177,7.0,2010,95,3000000,19152480,1,0.278919753
tt0097958,National Lampoon's Christmas Vacation,PG-13,136388,7.6,1989,97,27000000,71319526,3,0.28500105457762936
tt0120669,Fear and Loathing in Las Vegas,R,246767,7.6,1998,118,18500000,10680275,1,0.2572024066455696
tt0099785,Home Alone,PG,417044,7.6,1990,103,18000000,476684675,3,0.31854390051700043
tt0970179,Hugo,PG,289564,7.5,2011,126,150000000,185770160,3,0.3922640100842697
tt2094890,Mother of George,R,987,6.4,2013,107,750000,157937,NotAvailable,0.3089299919331742
tt2978462,Dolphin Tale 2,PG,7769,6.4,2014,107,36000000,57824533,3,0.4919697420490965
tt0277027,I Am Sam,PG-13,137657,7.6,2001,132,22000000,97818139,3,0.3552026203452312
tt1742336,Your Sister's Sister,R,25027,6.7,2011,90,125000,3242802,3,0.4314453587259259
tt0280590,Mr. Deeds,PG-13,129568,5.8,2002,96,50000000,171269535,2,0.30732095618705035
tt0114746,Twelve Monkeys,R,548570,8.0,1995,129,29000001,168839459,1,0.3132825030660377
tt2278388,The Grand Budapest Hotel,R,651882,8.1,2014,99,25000000,172936941,1,0.33382302469758696
tt1194263,Get Low,PG-13,21461,7.0,2009,103,7000000,9695282,1,0.2718039409245742
tt0119313,Hope Floats,PG-13,23085,6.0,1998,114,30000000,81471882,3,0.4169327851160299
tt1939659,Carrie,R,127777,5.9,2013,100,30000000,84790678,3,0.4586491749075704
tt0465580,Push,PG-13,101947,6.1,2009,111,38000000,48858618,3,0.34327815467893497
tt0383574,Pirates of the Caribbean: Dead Man's Chest,PG-13,624096,7.3,2006,151,225000000,1066179725,2,0.2603148807175573
tt1599348,Safe House,R,195814,6.7,2012,115,85000000,208076205,NotAvailable,0.27170027896575344
tt0291341,Mean Machine,R,33885,6.5,2001,99,3732692,7310206,NotAvailable,0.2134794687943467
tt0300556,Timeline,PG-13,58128,5.6,2003,116,80000000,43935763,1,0.2650780117975641
tt0100994,Young Guns II,PG-13,29106,6.5,1990,104,20000000,44143410,NotAvailable,0.19136184343599613
tt0970866,Little Fockers,PG-13,101180,5.5,2010,98,100000000,310650585,NotAvailable,0.3451964494762039
tt0093748,"Planes, Trains & Automobiles",R,113034,7.6,1987,93,30000000,49530280,1,0.20874627579121788
tt0095652,Monkey Shines,R,9937,6.2,1988,113,7000000,5344577,NotAvailable,0.2794606126204239
tt0095179,Friday the 13th Part VII: The New Blood,R,29564,5.3,1988,88,2800000,19170001,NotAvailable,0.3561519161702127
tt1602613,Only God Forgives,R,102516,5.7,2013,90,4800000,10635126,3,0.3258158294027397
tt0286112,Siu Lam juk kau,PG,70319,7.3,2001,87,10000000,42776760,0,0.3455952173267882
tt0099810,The Hunt for Red October,PG,167778,7.6,1990,135,30000000,200512643,1,0.15214091036775632
tt1235522,Broken City,R,72567,6.2,2013,109,35000000,34737199,NotAvailable,0.2919483827473958
tt3717252,Underworld: Blood Wars,R,64863,5.8,2016,91,35000000,81093313,2,0.4333828429032258
tt1606389,The Vow,PG-13,176449,6.8,2012,104,30000000,196114570,3,0.3969419100166889
tt0199753,Red Planet,PG-13,53256,5.7,2000,106,80000000,33463969,0,0.2557021214219114
tt1529572,Trust,R,39829,6.9,2010,106,4000000,595802,NotAvailable,0.4223028391221098
tt0770828,Man of Steel,PG-13,659653,7.1,2013,143,225000000,668045518,3,0.3133814676869806
tt2379713,Spectre,PG-13,359954,6.8,2015,148,245000000,880674609,1,0.4172564131743487
tt0405325,Sky High,PG,73889,6.2,2005,100,35000000,86369815,3,0.3870861722958348
